id,x,y,label
1,1231569.43843427,5781498.86921619,1
2,1231541.55290182,5781371.87100375,1
3,1231879.10699376,5781535.53940703,1
4,1231599.28318975,5781672.87767148,1
5,1231634.19298206,5781679.46496111,1
6,1231462.87228573,5781463.40120825,1
7,1231446.10757042,5781406.2968917,1
8,1231549.45658567,5781437.27709974,1
9,1231638.12256009,5781744.21619516,1
10,1231685.01032961,5781618.400493,1
11,1231692.64684668,5781420.33653801,1
12,1231535.89787169,5781440.85112968,1
13,1231632.44526606,5781450.5314691,1
14,1231319.39259405,5781516.46704234,1
15,1231440.19650546,5781405.07884124,1
16,1231550.55864863,5781442.35767187,1
17,1231635.32844087,5781717.30590952,1
18,1231453.38786512,5781955.36620292,1
19,1231562.21379932,5782031.01856044,1
20,1231562.77039677,5782039.06467543,1
21,1231449.63639828,5781973.59002747,1
22,1231527.44872234,5781967.94817101,1
23,1231576.87457625,5781999.01048208,1
24,1231871.12538627,5781623.99404489,1
25,1231835.26937828,5781466.18992131,1
26,1232104.59575431,5781588.74991871,1
27,1231562.23606321,5781756.99019497,1
28,1231591.86931166,5782019.54244094,1
29,1231457.90743644,5782044.17764871,1
30,1231595.43153537,5781961.40875097,1
31,1231649.29903697,5781945.8455918,1
32,1231525.13327693,5781658.42091187,1
33,1231546.41756357,5781780.47068175,1
34,1231624.46365857,5781972.5001231,1
35,1231600.57449584,5782001.623055,1
36,1231629.4841676,5781950.20519697,1
37,1231543.17816639,5781707.60925128,1
38,1231913.94999438,5781691.53365774,1
39,1232019.38068411,5781680.15414255,1
40,1232062.18302832,5781691.80612518,1
41,1231531.26698088,5782039.65771606,1
42,1232082.07582132,5781727.21093667,1
43,1231842.67212442,5781680.84332404,1
44,1231838.00783776,5781637.232666,1
45,1231652.02636449,5781425.12861416,1
46,1231612.53020916,5781987.47029188,1
47,1231619.36522589,5781961.87356253,1
48,1231650.23412069,5782003.96315164,1
49,1231870.05671916,5781637.2166386,1
50,1231608.70081867,5781944.89994243,1
51,1231545.02606994,5782117.33035423,1
52,1231715.66771737,5781998.8341735,1
53,1231639.70329686,5781861.13824773,1
54,1231650.1228012,5781861.79538769,1
55,1231600.20714152,5781968.41298292,1
56,1231554.20992793,5781988.03127301,1
57,1231443.9479723,5781828.20117355,1
58,1231484.75769762,5781771.65547464,1
59,1231317.62261415,5781681.53250558,1
60,1231460.8685349,5781837.8178249,1
61,1231612.40775772,5781959.00455364,1
62,1231594.04004174,5781973.8945596,1
63,1231927.6311598,5781636.76787146,1
64,1231536.43220525,5782011.67265249,1
65,1231456.43801917,5782061.96889533,1
66,1231614.92357821,5781978.9113272,1
67,1231557.43819316,5781973.49385943,1
68,1231579.07870217,5781983.12669641,1
69,1231699.19243274,5782059.17999485,1
70,1231649.22111332,5781721.29676864,1
71,1231829.48076476,5781709.08378374,1
72,1231773.75422767,5781688.9211762,1
73,1231771.39425447,5781629.55554554,1
74,1231548.5771617,5781500.69631127,1
75,1231623.36159561,5781469.82807128,1
76,1231983.31316909,5781258.76976075,1
77,1231761.38663224,5781397.40192181,1
78,1231955.03801843,5781566.359794,1
79,1231660.97645155,5781420.52886209,1
80,1231567.54600292,5781364.30630141,1
81,1231628.88304235,5781463.60956035,1
82,1231668.50164912,5781327.18806735,1
83,1231888.70273386,5781516.6593685,1
84,1231934.06542636,5781608.25517723,1
85,1231997.18357764,5781631.4467771,1
86,1231984.09240553,5781665.39284954,1
87,1231957.15308875,5781627.96883462,1
88,1232048.12337663,5781368.42521693,1
89,1231645.94832029,5781828.3293955,1
90,1231919.24880214,5781668.26176341,1
91,1231966.50392598,5781418.87808057,1
92,1231952.76710082,5781497.69923445,1
93,1231808.31892956,5781280.56611876,1
94,1232131.44601549,5781411.16909521,1
95,1231924.29157507,5781417.00292135,1
96,1231983.92542629,5781366.46993384,1
97,1231841.84836019,5781559.08341633,1
98,1231727.22268052,5781900.13397844,1
99,1231447.93321007,5781985.88351691,1
100,1231396.51473727,5781754.16933521,1
101,1231879.21831325,5781592.1316819,1
102,1231685.63371876,5781672.3167103,1
103,1232067.33712074,5781700.97385818,1
104,1232045.5073686,5781584.79117386,1
105,1231543.25609003,5781688.84103874,1
106,1231438.81614377,5782105.61369932,1
107,1231701.11825993,5782071.87430757,1
108,1231902.66219801,5781846.88954223,1
109,1231551.04845439,5781990.98043148,1
110,1231457.2172556,5781898.80366503,1
111,1231608.23327681,5781906.97788311,1
112,1231481.57396019,5782035.60260115,1
113,1231568.41429495,5782035.24998255,1
114,1231732.2765854,5782082.83759228,1
115,1231811.62511844,5782140.50725758,1
116,1231625.22063111,5781984.12043393,1
117,1231752.67031611,5782060.20579723,1
118,1231610.71570146,5781971.20185484,1
119,1231669.31428141,5781981.6841744,1
120,1231781.91394635,5782115.4871038,1
121,1231594.07343758,5781975.60955651,1
122,1231567.82430165,5781988.44800186,1
123,1231606.97536657,5781993.43272161,1
124,1231295.33645209,5781879.81065801,1
125,1231628.44889634,5781430.40150361,1
126,1231829.97057052,5781786.78558096,1
127,1231643.71079853,5781964.6624324,1
128,1231606.79725538,5781971.53844289,1
129,1231460.49004863,5782008.43498188,1
130,1231569.27145503,5782002.98543996,1
131,1231610.53759027,5781961.32861105,1
132,1231596.61152197,5781975.20885627,1
133,1231359.53440243,5781903.80436225,1
134,1231445.72908415,5781470.77366997,1
135,1231598.10320315,5781494.76626721,1
136,1231453.52144851,5781484.14027926,1
137,1231466.00036342,5781480.75855726,1
138,1231811.26889607,5781373.61793805,1
139,1232007.95930435,5781553.77839584,1
140,1232233.57051634,5781597.85343583,1
141,1232086.07219104,5781705.28526037,1
142,1232146.70791768,5781695.71683531,1
143,1232049.73750925,5781647.8267826,1
144,1232136.53331622,5781649.31733255,1
145,1231993.98870826,5782034.86530773,1
146,1231996.34868146,5782054.62799825,1
147,1231773.64290818,5782105.98234896,1
148,1231560.68872229,5781971.71475092,1
149,1232090.02403297,5781692.65558256,1
150,1232125.22325595,5781607.58202872,1
151,1232164.55243205,5781533.77641362,1
152,1232144.6262432,5781534.24120275,1
153,1232079.43754939,5782044.00133924,1
154,1232082.16487691,5782059.46850176,1
155,1232073.98289434,5782051.6788186,1
156,1231674.212339,5782008.5792345,1
157,1231561.86870889,5781777.84214635,1
158,1231701.46335035,5781741.39533947,1
159,1231628.49342414,5781981.15524972,1
160,1231740.20253314,5781886.78276978,1
161,1231880.10886918,5781613.65639445,1
162,1231645.36945894,5781425.56134357,1
163,1231649.94469001,5781411.85825579,1
164,1231586.90446237,5781516.09841721,1
165,1231586.71521924,5781669.54395986,1
166,1231589.99914422,5781972.80465519,1
167,1231603.14597608,5781975.89806069,1
168,1231324.62461012,5782087.29343409,1
169,1231620.13333038,5781948.90693197,1
170,1231606.45216496,5781998.12893924,1
171,1231582.21791181,5781813.13510742,1
172,1232167.95880847,5781406.31291868,1
173,1231664.83923788,5781434.23196327,1
174,1231651.3250517,5781437.96626235,1
175,1231640.99460295,5781468.52987663,1
176,1231652.80560092,5781831.64713909,1
177,1232109.70531894,5781720.36717077,1
178,1231557.49385291,5781760.27585661,1
179,1231551.32675312,5781748.73597718,1
180,1231685.45560757,5781749.55338481,1
181,1232064.50960567,5781678.7918072,1
182,1232159.28702014,5781594.37550653,1
183,1231974.40760982,5781458.8174634,1
184,1231684.87674622,5781406.79372812,1
185,1231639.48065788,5781228.79985599,1
186,1231603.98087226,5781978.94338323,1
187,1231571.99878256,5781996.42996602,1
188,1231510.67287508,5781686.7254101,1
189,1231526.01270091,5781553.93866832,1
190,1231789.41688003,5781678.31098301,1
191,1231888.44669903,5781733.75018395,1
192,1232309.77983974,5781542.03043126,1
193,1232047.04357757,5781661.56229,1
194,1231871.3591572,5781714.51711747,1
195,1232001.9591838,5782140.3309462,1
196,1231987.67689313,5782095.83647519,1
197,1231917.34523884,5782054.48374488,1
198,1231529.99793868,5781988.5601981,1
199,1231630.56396667,5781977.58100196,1
200,1231559.08572162,5781768.94680367,1
201,1231577.38664591,5781677.97440609,1
202,1232043.09173565,5781544.93135967,1
203,1232002.4823854,5781369.37080481,1
204,1232257.30383178,5781346.74083103,1
205,1232045.51850054,5781340.36213781,1
206,1232073.52648443,5781676.17932942,1
207,1231998.97582144,5782094.07337035,1
208,1231770.20313591,5782437.42061082,0
209,1231819.95181635,5782111.51209548,1
210,1231767.50920424,5782099.17034713,1
211,1231689.29613001,5782024.2547005,1
212,1231646.92793181,5782060.8308956,1
213,1231603.91408057,5781964.48612451,1
214,1231753.27144137,5781697.81643858,1
215,1231858.95816593,5781511.40245491,1
216,1231575.54987431,5781329.17539546,1
217,1231670.76143479,5781420.43270005,1
218,1231367.8054406,5781423.91056111,1
219,1231261.87381316,5781501.3213702,1
220,1231240.34462364,5781228.59150942,1
221,1231317.23299593,5781430.83423328,1
222,1231498.48339084,5781415.2720055,1
223,1231629.19473693,5781496.83376861,1
224,1231861.84134073,5781727.27504691,1
225,1232246.90659134,5781601.26725716,1
226,1231740.15800535,5781337.49333005,1
227,1231519.35579536,5781393.79585548,1
228,1231956.74120664,5781387.28891283,1
229,1231856.06385916,5781663.66188519,1
230,1231854.53878214,5781614.37762548,1
231,1231525.16667278,5781454.490154,1
232,1231168.58807987,5781204.10280741,1
233,1231147.54869611,5781261.59046289,1
234,1231350.67337096,5781263.14505479,1
235,1231298.49792563,5781455.56396761,1
236,1231298.23075885,5781418.95821559,1
237,1231561.94663254,5781612.96721818,1
238,1231412.25531327,5781540.79633493,1
239,1231243.1944026,5781167.83465116,1
240,1231341.51177687,5781178.04356922,1
241,1231654.01898338,5781842.16134918,1
242,1231745.05606294,5781210.19292332,1
243,1231244.14061827,5781079.19224766,1
244,1231320.07164294,5781009.97454156,1
245,1231373.17104005,5781244.50599665,1
246,1231225.39441602,5781098.10340744,1
247,1231587.88407389,5781248.0158421,1
248,1231310.53156258,5780991.80077637,1
249,1231845.87812576,5781266.86325508,1
250,1231933.27505798,5781533.82449525,1
251,1231883.23694687,5781589.95196709,1
252,1231785.14221158,5781407.00207889,1
253,1231526.30213159,5781992.29473068,1
254,1231743.70909711,5781036.04931207,1
255,1231176.61421516,5780707.46793565,0
256,1231471.08766415,5781345.29841257,1
257,1231622.19274096,5781433.28636848,1
258,1231859.30325635,5781392.68999543,1
259,1231896.68434136,5781699.48329955,1
260,1231244.95325056,5782111.1113891,1
261,1231587.38313619,5781711.05516993,1
262,1231616.10356481,5781505.74486542,1
263,1231607.39838063,5781504.63899141,1
264,1231402.81542045,5781173.95679527,1
265,1231872.19405338,5781209.32748554,1
266,1231654.08577507,5781436.1391802,1
267,1231659.99684003,5781440.35429135,1
268,1231610.49306247,5781497.25047437,1
269,1231623.18348443,5781482.44140454,1
270,1231625.05365187,5781149.772748,1
271,1231389.80217198,5781077.06073811,1
272,1231951.75409345,5781063.66268982,1
273,1231697.35566114,5781412.51536244,1
274,1231708.23157539,5781444.07256596,1
275,1231528.06097954,5781377.88110026,1
276,1231620.36710131,5781713.52341016,1
277,1231445.89606339,5781722.06609109,1
278,1231508.83610348,5781691.75804269,1
279,1231551.25996142,5781735.28883107,1
280,1231528.91813962,5781763.08069068,1
281,1231579.9024664,5781690.86050291,1
282,1231596.8007651,5781688.74487379,1
283,1231525.66761049,5781723.26815755,1
284,1231576.16213151,5781729.10218906,1
285,1231530.66585563,5781697.70424603,1
286,1231533.48223874,5781424.56766866,1
287,1231449.01300913,5781486.7206462,1
288,1231579.95812615,5781333.45456315,1
289,1231691.37780448,5781229.05628256,1
290,1231364.52151562,5781120.66864072,1
291,1231608.52270749,5781496.41706286,1
292,1231482.19734933,5781431.41120621,1
293,1232183.66598862,5781514.12707437,1
294,1231695.99756335,5782379.95738758,0
295,1231922.94460923,5781550.36459279,1
296,1231852.16767699,5781290.29436348,1
297,1231689.77480382,5781771.68752993,1
298,1231540.46197082,5781184.99910255,1
299,1231747.90584191,5781173.4599719,1
300,1231466.76846791,5781590.89757859,1
301,1231434.46355168,5781475.82220709,1
302,1231427.86230588,5781464.66734798,1
303,1231606.16273428,5781472.66486767,1
304,1231795.1943616,5781588.71786409,1
305,1231718.12787812,5781762.29533705,1
306,1231705.93839388,5781194.903535,1
307,1231845.9115216,5781315.64875164,1
308,1231435.16486447,5781672.62123208,1
309,1231922.97800508,5781495.45543429,1
310,1231696.71000809,5781670.5857446,1
311,1231697.90112665,5781745.46634741,1
312,1231570.81879595,5781368.77780901,1
313,1231523.34103313,5781699.67562969,1
314,1231546.57341086,5781749.02447398,1
315,1231894.48021544,5781806.93238338,1
316,1231933.18600239,5781647.28185043,1
317,1231903.64180953,5781447.51838219,1
318,1231639.06877576,5781428.35004473,1
319,1231966.94920394,5781384.35598212,1
320,1231727.4898473,5781820.66813728,1
321,1231627.34683338,5781847.37037557,1
322,1231273.12821368,5781194.24644448,1
323,1231542.88873571,5781528.53551708,1
324,1231709.31137445,5781751.74916647,1
325,1231859.67061067,5781420.35256502,1
326,1231677.42947229,5781660.68078072,1
327,1231775.81363825,5781190.22376942,1
328,1232004.75330302,5781244.23354296,1
329,1231702.92163568,5781795.26422174,1
330,1231713.75302213,5781756.73375313,1
331,1231722.25783123,5781555.89399275,1
332,1231728.16889619,5781648.7884277,1
333,1231693.5819304,5781348.90445917,1
334,1231711.88285469,5781719.00482925,1
335,1232105.45291439,5781393.15477717,1
336,1231743.28608304,5781596.09043003,1
337,1231656.42348438,5781312.42736202,1
338,1232101.91295458,5782084.72892054,1
339,1232080.99602226,5782103.03315223,1
340,1232088.62140738,5782783.04130529,0
341,1232061.7266184,5782815.70942536,0
342,1231226.83043745,5783097.22448529,2
343,1231099.90395405,5783213.5552356,2
344,1229916.8894615,5782522.69447661,2
345,1230578.49459112,5782953.09958384,2
346,1231313.82661951,5783498.52954487,2
347,1231119.47392053,5783192.60372552,2
348,1230484.77471183,5783003.51337753,2
349,1230448.32871054,5782912.59242857,2
350,1231061.7881604,5783179.04217768,2
351,1231448.74584235,5783336.2195462,0
352,1231263.77737645,5783002.27907773,2
353,1230712.91287626,5782864.42329809,2
354,1230495.14968837,5782929.07097989,2
355,1230424.74011044,5782996.52435754,2
356,1230884.65658665,5783548.0006204,2
357,1230768.41677437,5783387.91796394,2
358,1230538.20806741,5783530.04608278,2
359,1231326.51704146,5783113.99192107,2
360,1230462.02100791,5782846.35793795,2
361,1231362.17267436,5783407.25084507,2
362,1230324.36332559,5782792.22619636,2
363,1230332.52304427,5782804.31243751,2
364,1230341.27275624,5783187.02521397,2
365,1230547.46984904,5783482.13008855,2
366,1230667.31641283,5783551.17472995,2
367,1230071.18940768,5783032.73587634,2
368,1230229.79741817,5783140.66599516,2
369,1230455.80938032,5783244.31733594,2
370,1230547.3696615,5783521.02073519,2
371,1230534.31188523,5783665.10677809,2
372,1230109.59463201,5782906.38893519,2
373,1230106.76711694,5782835.40973849,2
374,1230487.92505342,5783195.66549628,2
375,1230609.87555558,5783492.8386255,2
376,1229742.90822933,5783009.86120781,2
377,1230529.36929984,5783242.57003296,2
378,1230745.38477172,5783559.86345986,2
379,1230618.83677459,5783492.67831797,2
380,1230278.84478581,5782649.82138111,2
381,1230968.30205204,5783213.74759859,2
382,1231389.4904774,5783246.17685142,2
383,1231388.00992817,5783266.96818468,2
384,1230985.75694819,5783100.97551502,2
385,1230100.52209351,5782743.78522016,2
386,1230767.16999607,5783522.72000065,2
387,1230561.81893141,5783575.55770024,2
388,1230628.84439681,5783596.14140389,2
389,1230086.08395555,5782756.60874865,2
390,1230130.34458509,5782948.57918773,2
391,1230655.83937333,5783260.39574561,2
392,1230584.40565609,5783826.1242595,2
393,1230611.97949396,5783675.9277537,2
394,1230143.43575721,5782706.80547375,2
395,1230383.91925317,5782880.00409968,2
396,1230942.15310365,5783121.59017679,2
397,1230516.85698907,5783561.75510329,2
398,1230590.23879741,5783542.11729916,2
399,1230103.6279073,5782752.6975705,2
400,1230403.12186533,5782871.17176949,2
401,1230588.03467149,5783300.82433827,2
402,1230551.86696893,5783522.15892239,2
403,1230601.1481075,5783498.44939105,2
404,1230155.46939416,5782762.90831382,2
405,1230144.04801441,5782657.21085881,2
406,1230503.06450416,5783462.36421523,2
407,1231194.87061165,5783423.97077543,2
408,1230883.75489878,5783030.31535851,2
409,1230391.86746481,5782850.46151253,2
410,1230523.55842242,5783705.36087421,2
411,1230532.48624558,5783560.15201561,2
412,1230388.04920628,5783249.57527727,2
413,1230373.37729739,5783144.11247093,2
414,1231024.30688786,5783376.68054579,2
415,1230946.88418201,5783348.16225468,2
416,1230639.2750331,5782910.52459696,2
417,1230443.80913921,5783092.96049616,2
418,1230711.36553534,5783116.92542409,2
419,1230785.17035773,5783409.68749643,2
420,1231020.58881686,5783377.59428682,2
421,1230600.07944039,5783462.05963196,2
422,1230677.32403505,5782983.37988532,2
423,1230405.00316472,5783529.24454177,2
424,1231034.92676728,5783362.46146506,2
425,1231077.20590988,5783360.77826085,2
426,1231159.50440942,5783433.94183233,2
427,1230967.94582967,5783063.81794871,2
428,1230562.87646657,5783258.35989352,2
429,1230507.16106143,5783583.04413521,2
430,1230759.92309722,5783691.49395068,2
431,1230815.48265507,5782967.44624634,2
432,1230647.41248788,5783071.20777153,2
433,1230729.55514013,5783208.15304349,2
434,1230446.83702937,5783748.1160224,2
435,1230507.65086719,5783618.69696583,2
436,1230534.28962133,5782869.69704371,2
437,1230487.5131713,5782925.30399318,2
438,1230473.15295699,5783459.22219888,2
439,1230583.93811423,5783716.80711414,2
440,1230655.17145638,5783385.93017425,2
441,1230599.45605124,5782897.89320194,2
442,1230405.21467176,5782830.82528417,2
443,1230998.62548133,5783212.75372321,2
444,1231098.08944635,5783402.84243148,2
445,1231117.94884351,5783365.58741659,2
446,1231358.72177015,5783432.37082905,2
447,1230335.8181012,5783128.77165654,2
448,1230664.57795336,5783101.16787555,2
449,1230969.55996228,5783538.0775277,2
450,1230654.85976181,5782936.65304735,2
451,1230715.37303701,5783314.4181333,2
452,1230450.75547544,5783088.80871925,2
453,1230106.57787381,5783015.61593666,2
454,1230076.02067358,5782560.33064671,2
455,1230385.22169121,5782780.25217794,2
456,1230734.59791307,5783151.26190865,2
457,1230564.8802174,5782900.76251471,2
458,1230442.7404721,5783291.99158876,2
459,1230482.6596415,5783760.18753576,2
460,1230794.16497259,5783744.25250034,2
461,1230705.22069945,5783171.74844599,2
462,1230681.15342553,5783040.97525984,2
463,1230268.35848977,5782774.03274772,2
464,1230688.90126209,5783203.21573132,2
465,1230596.79551541,5783621.48635701,2
466,1230470.13619879,5782865.7377268,2
467,1230084.61453827,5782505.94418823,2
468,1231089.85180403,5783385.01643236,2
469,1231066.15188444,5783399.42791628,2
470,1230762.62816085,5783147.41467688,2
471,1230649.5052943,5783064.90798726,2
472,1230876.83082645,5783192.21900047,2
473,1230397.73400198,5783963.20944844,2
474,1230269.50508053,5784219.63866996,0
475,1230562.4311886,5782881.30250105,2
476,1230351.90376762,5782966.85314363,2
477,1230768.32771878,5783223.71841901,2
478,1230696.08136925,5783044.03697823,2
479,1230566.66132926,5782842.67113428,2
480,1230479.43137627,5783353.19583059,2
481,1230530.60494619,5782835.28150198,2
482,1230435.32659402,5782941.68638959,2
483,1230660.3923405,5783328.89362426,2
484,1230557.55539491,5782888.72423104,2
485,1229406.31148502,5783030.36344826,2
486,1230528.54553561,5783492.96687153,2
487,1230662.42948718,5784118.15625916,0
488,1231160.90703501,5783231.63737441,2
489,1230945.91570244,5783325.92799019,2
490,1230544.10800042,5783019.35090195,2
491,1230661.06025745,5783048.31697377,2
492,1230685.26111474,5783324.99822404,2
493,1230380.30136972,5783763.16934638,2
494,1230385.51112189,5783630.75227194,2
495,1230446.34722361,5782767.01184977,2
496,1230475.21236757,5783261.1010803,2
497,1230754.86919234,5783505.95179167,2
498,1230628.58836198,5783487.42023243,2
499,1230651.52017708,5783485.40035894,2
500,1230757.46293647,5783322.59365685,2
501,1230747.32173086,5783582.43496039,2
502,1230421.30033818,5782667.06884841,2
503,1230626.26178463,5783477.8338528,2
504,1230630.98173104,5783494.85850069,2
505,1230691.32802699,5783310.506709,2
506,1230694.24459765,5783277.21158114,2
507,1230644.1285629,5783547.0227384,2
508,1230597.95323812,5783536.73093763,2
509,1230100.73360054,5782954.75065108,2
510,1230443.13009032,5782880.9498488,2
511,1230758.15311732,5783434.77542602,2
512,1230757.52972817,5783521.13295082,2
513,1230685.46148983,5783604.50955877,2
514,1230971.7418243,5783109.67983369,2
515,1230445.93534149,5783330.81727933,2
516,1230283.29756544,5783858.15496752,2
517,1230409.07745809,5783572.27136568,2
518,1230278.19913276,5782790.94383753,2
519,1229423.06506839,5783075.45572019,2
520,1230363.72589754,5783120.33983046,2
521,1230471.7503314,5783145.31473024,2
522,1230755.26994251,5783145.667393,2
523,1230653.75769885,5783421.18144641,2
524,1230473.94332537,5783083.0860029,2
525,1230372.49787341,5783155.92667943,2
526,1230430.6734393,5782888.03495564,2
527,1230484.76357988,5782896.09787822,2
528,1230243.90159765,5782851.1828442,2
529,1230501.63961468,5782825.63170942,2
530,1230636.54770557,5783219.14979411,2
531,1230052.88848339,5782794.61459019,2
532,1230255.22278986,5783164.83944415,2
533,1230611.33384091,5783229.60152892,2
534,1230632.86303043,5783454.92597424,2
535,1230456.82238769,5782921.12023535,2
536,1230176.30840284,5782955.27963385,2
537,1230082.69984303,5782968.0874385,2
538,1230193.17330569,5782713.02485681,2
539,1230632.07266204,5783305.40903568,2
540,1230457.18974201,5782818.88327269,2
541,1230062.10573723,5782763.99831537,2
542,1230439.62352636,5782894.46285158,2
543,1230428.91459135,5782806.41230337,2
544,1230272.17674831,5782825.61567987,2
545,1230300.21812804,5782872.11751768,2
546,1229653.58546992,5783419.70662912,2
547,1230659.69102771,5783460.72908413,2
548,1230565.98228036,5782882.80928806,2
549,1230405.62655387,5782871.04353246,2
550,1230362.69062627,5783141.72398293,2
551,1230865.73227322,5783428.82805737,2
552,1230398.39078697,5782827.84378718,2
553,1230468.07678821,5783143.95216971,2
554,1230654.20297681,5783437.78918847,2
555,1230328.37082726,5782820.79078754,2
556,1230324.61936042,5782927.98095804,2
557,1230742.55725666,5783203.10351972,2
558,1230461.53120215,5782860.76854613,2
559,1230188.92090115,5782782.27189076,2
560,1230360.74253518,5782906.74158844,2
561,1230279.83552928,5783002.1508388,2
562,1230256.5920196,5782850.39739416,2
563,1230329.35043878,5782831.29014132,2
564,1230261.85743151,5782358.57507268,2
565,1230108.00276329,5782789.29280079,2
566,1230762.5502372,5783376.68054579,2
567,1230520.46374057,5782848.68222801,2
568,1230284.67792713,5782906.62938059,2
569,1230514.44135612,5783676.03997129,2
570,1230602.26130241,5783622.81692897,2
571,1230549.07284971,5783421.14938516,2
572,1230201.97867742,5782938.7048553,2
573,1229870.59168527,5782737.42155103,2
574,1230865.19793966,5783449.10683747,2
575,1230669.87676112,5783266.98421502,2
576,1230149.24663463,5782734.92096694,2
577,1230272.07656077,5782859.50220699,2
578,1230710.15215289,5783363.4393267,2
579,1230065.79041238,5782750.3572762,2
580,1229937.83978966,5782682.93783031,2
581,1230337.99996322,5782874.02504398,2
582,1230785.39299671,5783026.38802968,2
583,1230325.77708313,5782389.55860872,0
584,1230037.7601646,5782818.27415038,2
585,1230371.39581045,5782838.32711975,2
586,1230713.92588362,5783332.91726992,2
587,1230066.62530856,5782522.9990276,2
588,1231022.62596354,5783413.7753012,2
589,1230403.4558238,5783068.72312326,2
590,1230434.9369758,5782861.13722718,2
591,1230401.39641322,5782882.66502121,2
592,1230428.23554245,5782846.55029297,2
593,1230354.30826862,5782881.17426386,2
594,1230419.97563624,5782889.38144717,2
595,1230095.7798832,5782736.33155275,2
596,1230119.3907472,5782826.89804372,2
597,1229939.76561685,5783022.89350997,2
598,1230402.8435666,5782853.13845479,2
